code,description,created_at,updated_at,id,2020-02-02 00:00:00,2020-02-02 00:00:00,
INBRD038,West Champaran,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD001,Bastar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD002,Bijapur(CGH),2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD003,Bilaspur(CGH),2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD004,Dantewada,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD005,Dhamtari,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD006,Durg,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD007,Gariaband,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD008,Janjgir-champa,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD009,Jashpur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD010,Kanker,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD011,Kawardha,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD012,Korba,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD013,Koriya,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD014,Mahasamund,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD015,Narayanpur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD016,Raigarh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD017,Raipur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD018,Rajnandgaon,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCGD019,Surguja,2020-02-02 00:00:00,2020-02-02 00:00:00,
INCHD001,Chandigarh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDDD001,Daman,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDDD002,Diu,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD001,Central Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD002,East Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD003,New Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD004,North Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD005,North East Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD006,North West Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD007,South Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD008,South West Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDLD009,West Delhi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INDND001,Dadra & Nagar Haveli,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGAD001,North Goa,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGAD002,South Goa,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD001,Ahmedabad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD002,Amreli,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD003,Anand,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD004,Banaskantha,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD005,Bharuch,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD006,Bhavnagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD007,Dahod,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD008,Gandhi Nagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD009,Jamnagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD010,Junagadh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD011,Kachchh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD012,Kheda,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD013,Mahesana,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD014,Narmada,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD015,Navsari,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD016,Panch Mahals,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD017,Patan,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD018,Porbandar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD019,Rajkot,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD020,Sabarkantha,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD021,Surat,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD022,Surendra Nagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD023,Tapi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD024,The Dangs,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD025,Vadodara,2020-02-02 00:00:00,2020-02-02 00:00:00,
INGJD026,Valsad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD001,Bilaspur (HP),2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD002,Chamba,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD003,Hamirpur(HP),2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD004,Kangra,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD005,Kinnaur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD006,Kullu,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD007,Lahul & Spiti,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD008,Mandi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD009,Shimla,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD010,Sirmaur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD011,Solan,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHPD012,Una,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD001,Ambala,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD002,Bhiwani,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD003,Faridabad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD004,Fatehabad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD005,Gurgaon,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD006,Hisar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD007,Jhajjar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD008,Jind,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD009,Kaithal,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD010,Karnal,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD011,Kurukshetra,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD012,Mahendragarh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD013,Panchkula,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD014,Panipat,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD015,Rewari,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD016,Rohtak,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD017,Sirsa,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD018,Sonipat,2020-02-02 00:00:00,2020-02-02 00:00:00,
INHRD019,Yamuna Nagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD001,Bokaro,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD002,Chatra,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD003,Deoghar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD004,Dhanbad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD005,Dumka,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD006,East Singhbhum,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD007,Garhwa,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD008,Giridh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD009,Godda,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD010,Gumla,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD011,Hazaribag,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD012,Jamtara,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD013,Khunti,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD014,Koderma,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD015,Latehar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD016,Lohardaga,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD017,Pakur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD018,Palamau,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD019,Ramgarh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD020,Ranchi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD021,Sahibganj,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD022,Seraikela-kharsawan,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD023,Simdega,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJHD024,West Singhbhum,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD001,Ananthnag,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD002,Bandipur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD003,Baramulla,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD004,Budgam,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD005,Doda,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD006,Jammu,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD007,Kargil,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD008,Kathua,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD009,Kulgam,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD010,Kupwara,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD011,Leh,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD012,Poonch,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD013,Pulwama,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD014,Rajauri,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD015,Reasi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD016,Shopian,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD017,Srinagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INJKD018,Udhampur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD001,Alappuzha,2020-02-02 00:00:00,2020-02-02 00:00:00,
